L6,42234
L8,34285
L7,30250
L6D2,22393
L9,16887
L8D2,13451
D6,12583
L7D1,12001
L7D2,11405
L10,10819
,10655
L4D4,9125
L5D2,8704
L5D3,7767
L6D1,7632
L8D1,6837
L5D1,6794
L6D3,6671
L6D4,6584
L5D4,6305
L4D2,5995
L12,5413
D8,5285
L11,5251
L5,4466
D5L5,4297
L3D4,4205
L7D3,3858
L9D1,3487
L7D4,3283
D7,3182
L4D3,3171
L3D3,3165
L9D2,3065
D4L5,2804
L2D4,2667
L10D2,2535
L8D4,2505
L8D3,2106
L9D3,1927
L2D6,1892
D4L4,1529
L3D5,1513
L4,1460
L3D6,1426
D10,1360
D1L7,1281
D9,1268
D4,1185
L10D1,1144
D3L5,968
L11D1,944
D5L4,932
L13,902
D2L6,890
L3D1L4,861
L4D1L3,784
D6L2,777
L5D1L2,706
L2D5,703
L3D2L3,700
D4L2,698
L4D6,696
D1L6,667
L6D6,653
L4D5,621
L6D1L1,619
L5D5,619
D1L5,593
D1L8,587
D4L3,561
L2D1L5,543
L1D1L6,543
D2L7,523
L1D7,522
L7D5,519
L1D6,512
L4D1L4,506
D1L6D1,500
L5D6,484
L6D5,471
L14,463
D2L5,456
L1D1L1D1L1D1L1D1,442
D3L3,441
L3D1L3,420
D6L3,396
D4L6,392
L3D1L3D1,382
D3L4,377
D5,372
D1L9,368
D2L8,362
D1L1D1L1D1L1D1L1,351
L1D8,336
D12,322
D11,321
D5L3,314
D6L1,313
D3L6,313
L2D7,310
D2L4,309
L5D1L4,300
L2D4L2,297
L4D2L2,295
L4D1L2,291
L3D7,291
L2D8,290
L9D4,278
D7L1,276
L4D1L1,272
L1D5,271
L5D1L1,266
L2D1L4,265
L15,260
L1D1L3D1L2,258
L2D1L3,250
L5D1L3,250
D1L3D1L3,246
D1L7D1,244
D2L4D2,244
L3,243
L10D3,243
D3L7,238
L11D2,233
L2D2L2D2,232
D4L8,231
L2D2L4,230
L1D1L1D1L1D1,227
D2L5D2,225
L5D2L1,224
L1D1L4,222
L5D1L1D1,221
L2D2L2,218
L7S1,217
L3D1L2,216
L4D1L5,206
L6S1D2,205
L1D6L1,204
L2D1L3D1L1,201
D4L7,200
L3D3L2,198
D2L6D2,198
L3D3L3,195
D1L5D1,190
D8L1,189
L3D8,185
L6D1L2,180
L1D1L5,179
L3D1L5,175
L5D7,174
L6D2L1,174
D2L10,173
L6D2S1,172
L4D2L4,172
L6S1,169
D6L4,169
L4D1,165
L1D2L5,165
L3D2L4,163
L1D1L5D1,162
L8S1,160
L1D4L1,159
D1L8D1,159
L4D2L3,159
L3D1L1D1L2,155
L4D8,154
L1D1L1D1L4,154
D2L3D2,153
L5S1D2,153
L6S1D1,152
D8L2,152
L4D1L1D1L1,151
D5L1,150
D1L1D1L5,149
L3D4L1,148
L17,147
L10D4,144
L7D1L1,144
L16,142
D7L2,142
L6D1L3,142
D1L10,142
D1L4D1,140
D1L5D1L1,139
L4D7,135
L2D1L1D1L3,134
L2D2L3,131
L6D1S1,131
L1D1L1D1L1D1L2,131
L3D2L2,130
L2D2L6,130
L7D1L2,130
L4D1L2D1,130
D5L2,129
L1D2L3D2,129
L1D1L2D1L1,128
L5D1L5,128
L2D1L2D1L2,127
D1L11,125
L1D1L7,123
L7S1D2,123
L1D9,122
L7D1S1,121
L2D1L6,120
L9S1,120
D6L6,120
D1L5D2,119
L7S1D1,119
D3L9,119
D3L8,118
L1D1L4D1L1,115
L3D4L3,112
D2L9,109
L6D1L4,106
L8D1L1,106
L2D1L2D1,106
L12D2,106
L4S1D4,106
L12D1,106
L3D2,104
L3S1D4,104
L2D1L4D1,104
D1,103
L7D1L4,102
D1L1D1L1D1L1,101
L1D2L1D2,98
L1D2L3,98
L8S1D1,98
D7L3,98
L5D2L3,97
L2D3L3,97
L3D1L1D1L1D1,97
L2D9,96
L8D1S1,96
L1D1L1D1L3D1,94
L4D2L1,94
L8S1D2,94
L4D1L2S1L2,94
L3D2L1,93
L7D2S1,92
D1L4D1L2,91
D2L2D2,91
L5S1D4,91
L5D2S1,90
D6L5,90
L1D1L3D1L1D1,89
L2D3L2,88
L2D1L7,88
L1D1L2D1L3,87
L5D2L2,85
D8L4,85
L1D1L8,84
L6D2L4,84
L2D1L1D1L1D1L1,84
D2L8D2,81
L4D3L1,81
D1L1D1L1D1L3,80
L6D1L5,80
D9L1,79
L5D2L5,79
L4D4L4,79
D2L7D2,79
L4D2L6,78
L3D1L2D1L1,77
D1L1D1L3D1L1,77
L4D3L4D1,77
L1D1L4D2,76
D2L3D4,76
L4S1D3,76
L1D1L1D1L1D1L1D1L1D1,76
L5S1,75
L3D2L5,75
D1L2D1L4,75
L5S1D3,75
D1L3D1L1D1L1,74
L6S1D4,74
L1D7L1,74
D8L3,74
L1D2L1D2L1D2,73
L3D1L6,73
L4D1L6,73
L1D1L1D1L1D1L1D1L1D1L1D1,73
L3D2L3D2,72
L3D4S1,72
L6S1D3,72
L2D1L3D2,71
L4D1L4D1,70
L1D2L4,69
L9S1D2,69
L3D9,69
L1D1L2D1L2,68
L3D3L1,68
L5D2L4,68
L2D2L1D1L2,68
L4D1L1D2,67
L11D3,67
D10L2,67
L7D2L1,67
D1L9D1,66
L7D6,66
L1D2L6,66
L13D2,64
L2D3,64
D1L6D2,64
L5D1L6,64
L1D1L3D1,64
D3L3D3,64
L4D4S1,64
L4D3L4D3,62
L8D2S1,62
L2,62
L2D3L1,61
L2D1L1D1L1,61
L4D1L1D1,61
L3D4L2,61
L11D4,60
L3D1L1D1,60
L4D1L3D1,59
L3D3L3D3,59
L20,59
L13D1,58
D1L3D4,58
D1L10D1,57
L5D3S1,57
L4D1L7,57
L2D2L5,56
L7D2L3,55
L3D2L2D1,54
L8D1L3,54
D5S1L1,54
D7L5,54
L6D2L2,53
L1D3L4,53
L8S1D3,53
L8D1L2,52
L3S1L3,52
L6D2S2,52
L3D1L2D2,52
L7D1L3,52
L3D3L4,51
L4D2L5,51
L6S2,51
L2D1L2D1L1,51
L6D1L1D1,50
L9S1D1,50
L9D1L2,50
L4S1L4,49
L1D1L2D1L1D1L1,49
L1D1L1D1L2,49
L6D2L3,49
L4D3L2,49
L5S1D1,48
L5D4S1,48
D5L7,48
L7S1D4,48
L7S1D3,47
D9L3,47
D3L5D2,47
L5D3L4,47
D2L2D2L2,47
L3D1L4D1,47
L4D3L4,47
D1L4D1L4,46
D2L2D4,46
L2D4L1,45
L1D3L1D3,45
L1D1L1D1L1D1L1,45
L8D2L2,45
L5D1L5D1,45
D5L1D1L1,45
D1L3D2,44
L1D1L1D1L1D1L1D1L1,44
L8D5,44
L6D3S1,44
L2D6L2,43
L7D2L2,43
L4S1L3,43
L1D3L2,43
D1L4D2,42
D1L4D1L1,42
L2D4L3,42
L2D1L3D1,42
D3,42
L8D6,42
L4D3L3,42
L1D1L6D1,42
D1L7D2,42
L1D1L2D1L2D1,41
L1D1L2D2,41
L1D1L1D2L1D2,41
L10D1L1,41
L6D4S1,41
L2D10,41
L3D3L4D2,41
L1D4L3,40
L12D3,39
L4S1D2,39
D5L6,39
D7L4,39
L1D8L1,39
L2D2L3D1,38
L3S1L4,38
L1D1L3D1L1,38
L1D5L1,38
L5D1L2D1,38
L5D3L2,38
L5D3L1,38
L3D2L7,38
D4L2D2,38
L1S1L3D1L2,37
D1L3D1L1,37
D3L2D3,37
L4D2L4D2,37
L1D2L2D1L2,37
L6D3L3,37
L1D1L4D1,36
D1L2D1L2,36
L3D1,36
L6D3L1,36
L2D1L2D1L2D1,36
L6D4L2,36
L18,35
L3D2L6,35
L1D3L3,35
D2L1D2L1,34
L4D3S1,34
D1L1D1L1D1L1D1L1D1L1,34
L4D2L1D1,34
D4L3D2,34
L2D2,34
D9L2,34
L9D2S1,34
L1D2L2D2L1,34
L4D4L2,34
L10S1D1,33
L4D4L1,33
L1D1L3D2,33
L1D2L7,33
L2D1L9,33
L2D3L4,33
D4L3D1,33
D3L5D3,33
L14D1,32
D1L1D1L1D1L1D1,32
L9D5,32
L2D1L1D1L2,32
L1D1L1D1L1D2L1,32
L1D1L1D1L2D1L1,32
S1L6S1,32
D2L5D1,32
L9D1L1,32
L5S3,32
L7D2S2,32
L1D1L1D1L3,31
L4D1L5D1,31
L3D1L7,31
L4S1L5,31
L9D1S1,31
L8D3S1,31
L7D3S1,31
L7D4S1,31
L2D1L4D2,31
L5D4L3,31
L2D1L2D2,30
L1D1L3D3,30
D2L3D1,30
L12D4,30
D1L3D3,30
L11S1,30
L3D1L1D2,30
L5S1L5,29
L2D1L2,29
L3D1L2D1,29
L1D2L3D1L1,29
D1L6S1,29
D3L3D2,29
L1D2L1D4,29
