L6,42234,0.09313084493407807
L8,34285,0.07560238240670708
L7,30250,0.06670474165970218
L6D2,22393,0.04937914975159375
L9,16887,0.03723778421181457
L8D2,13451,0.02966100760544311
D6,12583,0.02774696741500934
L7D1,12001,0.026463590236630936
L7D2,11405,0.025149341442277796
L10,10819,0.023857143802192327
,10655,0.023495504872202536
L4D4,9125,0.020121678269249006
L5D2,8704,0.01919332467458009
L5D3,7767,0.0171271315196994
L6D1,7632,0.01682944093708585
L8D1,6837,0.015076374172806075
L5D1,6794,0.014981554209455093
L6D3,6671,0.014710325011962752
L6D4,6584,0.014518479969834021
L5D4,6305,0.013903252765766025
L4D2,5995,0.01321966698346825
L12,5413,0.011936289805089848
D8,5285,0.01165403503046367
L11,5251,0.011579061105953591
L5,4466,0.009848045495941486
D5L5,4297,0.00947538098881786
L3D4,4205,0.009272510369555294
L7D3,3858,0.00850733531646714
L9D1,3487,0.007689237493136578
L7D4,3283,0.007239393946076107
D7,3182,0.007016677287972639
L4D3,3171,0.006992421018278201
L3D3,3165,0.006979190325717599
L9D2,3065,0.006758678783040898
D4L5,2804,0.0061831436566547075
L2D4,2667,0.005881042843187627
L10D2,2535,0.0055899676068543805
L8D4,2505,0.00552381414405137
L8D3,2106,0.0046439730887713315
L9D3,1927,0.004249257427380036
L2D6,1892,0.0041720783874431904
D4L4,1529,0.0033716214875267646
L3D5,1513,0.0033363396406984923
L4,1460,0.003219468523079841
L3D6,1426,0.003144494598569762
D10,1360,0.0029989569804031394
D1L7,1281,0.002824752861688545
D9,1268,0.0027960863611405738
D4,1185,0.0026130617807189117
L10D1,1144,0.002522652048221464
D3L5,968,0.0021345517331104696
L11D1,944,0.002081628962868061
D5L4,932,0.002055167577746857
L13,902,0.001989014114943847
D2L6,890,0.0019625527298226426
L3D1L4,861,0.0018986043824463991
L4D1L3,784,0.0017288104945853392
D6L2,777,0.00171337468659797
L5D1L2,706,0.001556811491297512
L2D5,703,0.001550196145017211
L3D2L3,700,0.0015435807987369099
D4L2,698,0.0015391705678833758
L4D6,696,0.0015347603370298418
D1L6,667,0.0014708119896535985
L6D6,653,0.0014399403736788602
L4D5,621,0.0013693766800223159
L6D1L1,619,0.0013649664491687818
L5D5,619,0.0013649664491687818
D1L5,593,0.0013076334480728394
D1L8,587,0.0012944027555122372
D4L3,561,0.001237069754416295
L2D1L5,543,0.0011973776767344887
L1D1L6,543,0.0011973776767344887
D2L7,523,0.0011532753681991483
L1D7,522,0.0011510702527723813
L7D5,519,0.0011444549064920802
L1D6,512,0.0011290190985047113
L4D1L4,506,0.0011157884059441092
D1L6D1,500,0.001102557713383507
L5D6,484,0.0010672758665552348
L6D5,471,0.0010386093660072636
L14,463,0.0010209684425931274
D2L5,456,0.0010055326346057585
L1D1L1D1L1D1L1D1,442,0.0009746610186310203
D3L3,441,0.0009724559032042532
L3D1L3,420,0.000926148479242146
D6L3,396,0.0008732257089997375
D4L6,392,0.0008644052472926696
L3D1L3D1,382,0.0008423540930249994
D3L4,377,0.0008313285158911643
D5,372,0.0008203029387573292
D1L9,368,0.0008114824770502611
D2L8,362,0.0007982517844896591
D1L1D1L1D1L1D1L1,351,0.0007739955147952219
L1D8,336,0.0007409187833937168
D12,322,0.0007100471674189785
D11,321,0.0007078420519922115
D5L3,314,0.0006924062440048424
D6L1,313,0.0006902011285780754
D3L6,313,0.0006902011285780754
L2D7,310,0.0006835857822977744
D2L4,309,0.0006813806668710074
L5D1L4,300,0.0006615346280301042
L2D4L2,297,0.0006549192817498032
L4D2L2,295,0.0006505090508962691
L4D1L2,291,0.0006416885891892011
L3D7,291,0.0006416885891892011
L2D8,290,0.0006394834737624341
L9D4,278,0.00061302208864123
D7L1,276,0.0006086118577876959
L4D1L1,272,0.0005997913960806278
L1D5,271,0.0005975862806538608
L5D1L1,266,0.0005865607035200257
L2D1L4,265,0.0005843555880932587
L15,260,0.0005733300109594236
L1D1L3D1L2,258,0.0005689197801058897
L2D1L3,250,0.0005512788566917536
L5D1L3,250,0.0005512788566917536
D1L3D1L3,246,0.0005424583949846855
D1L7D1,244,0.0005380481641311514
D2L4D2,244,0.0005380481641311514
L3,243,0.0005358430487043844
L10D3,243,0.0005358430487043844
D3L7,238,0.0005248174715705493
L11D2,233,0.0005137918944367142
L2D2L2D2,232,0.0005115867790099472
D4L8,231,0.0005093816635831803
L2D2L4,230,0.0005071765481564133
L1D1L1D1L1D1,227,0.0005005612018761122
D2L5D2,225,0.0004961509710225782
L5D2L1,224,0.0004939458555958112
L1D1L4,222,0.0004895356247422772
L5D1L1D1,221,0.00048733050931551013
L2D2L2,218,0.0004807151630352091
L7S1,217,0.00047851004760844206
L3D1L2,216,0.00047630493218167504
L4D1L5,206,0.0004542537779140049
L6S1D2,205,0.0004520486624872379
L1D6L1,204,0.0004498435470604709
L2D1L3D1L1,201,0.0004432282007801698
D4L7,200,0.0004410230853534028
L3D3L2,198,0.00043661285449986877
D2L6D2,198,0.00043661285449986877
L3D3L3,195,0.00042999750821956777
D1L5D1,190,0.0004189719310857327
D8L1,189,0.00041676681565896566
L3D8,185,0.0004079463539518976
L6D1L2,180,0.00039692077681806255
L1D1L5,179,0.00039471566139129554
L3D1L5,175,0.00038589519968422746
L5D7,174,0.00038369008425746045
L6D2L1,174,0.00038369008425746045
D2L10,173,0.00038148496883069343
L6D2S1,172,0.0003792798534039264
L4D2L4,172,0.0003792798534039264
L6S1,169,0.0003726645071236254
D6L4,169,0.0003726645071236254
L4D1,165,0.00036384404541655734
L1D2L5,165,0.00036384404541655734
L3D2L4,163,0.0003594338145630233
L1D1L5D1,162,0.0003572286991362563
L8S1,160,0.00035281846828272225
L1D4L1,159,0.00035061335285595523
D1L8D1,159,0.00035061335285595523
L4D2L3,159,0.00035061335285595523
L3D1L1D1L2,155,0.0003417928911488872
L4D8,154,0.0003395877757221202
L1D1L1D1L4,154,0.0003395877757221202
D2L3D2,153,0.0003373826602953532
L5S1D2,153,0.0003373826602953532
L6S1D1,152,0.00033517754486858616
D8L2,152,0.00033517754486858616
L4D1L1D1L1,151,0.00033297242944181914
D5L1,150,0.0003307673140150521
D1L1D1L5,149,0.0003285621985882851
L3D4L1,148,0.0003263570831615181
L17,147,0.00032415196773475107
L10D4,144,0.00031753662145445
L7D1L1,144,0.00031753662145445
L16,142,0.00031312639060091603
D7L2,142,0.00031312639060091603
L6D1L3,142,0.00031312639060091603
D1L10,142,0.00031312639060091603
D1L4D1,140,0.000308716159747382
D1L5D1L1,139,0.000306511044320615
L4D7,135,0.0002976905826135469
L2D1L1D1L3,134,0.0002954854671867799
L2D2L3,131,0.00028887012090647883
L6D1S1,131,0.00028887012090647883
L1D1L1D1L1D1L2,131,0.00028887012090647883
L3D2L2,130,0.0002866650054797118
L2D2L6,130,0.0002866650054797118
L7D1L2,130,0.0002866650054797118
L4D1L2D1,130,0.0002866650054797118
D5L2,129,0.00028445989005294485
L1D2L3D2,129,0.00028445989005294485
L1D1L2D1L1,128,0.00028225477462617783
L5D1L5,128,0.00028225477462617783
L2D1L2D1L2,127,0.0002800496591994108
D1L11,125,0.0002756394283458768
L1D1L7,123,0.00027122919749234274
L7S1D2,123,0.00027122919749234274
L1D9,122,0.0002690240820655757
L7D1S1,121,0.0002668189666388087
L2D1L6,120,0.0002646138512120417
L9S1,120,0.0002646138512120417
D6L6,120,0.0002646138512120417
D1L5D2,119,0.00026240873578527467
L7S1D1,119,0.00026240873578527467
D3L9,119,0.00026240873578527467
D3L8,118,0.00026020362035850765
L1D1L4D1L1,115,0.00025358827407820665
L3D4L3,112,0.0002469729277979056
D2L9,109,0.00024035758151760454
L6D1L4,106,0.00023374223523730349
L8D1L1,106,0.00023374223523730349
L2D1L2D1,106,0.00023374223523730349
L12D2,106,0.00023374223523730349
L4S1D4,106,0.00023374223523730349
L12D1,106,0.00023374223523730349
L3D2,104,0.00022933200438376948
L3S1D4,104,0.00022933200438376948
L2D1L4D1,104,0.00022933200438376948
D1,103,0.00022712688895700246
L7D1L4,102,0.00022492177353023544
D1L1D1L1D1L1,101,0.00022271665810346842
L1D2L1D2,98,0.0002161013118231674
L1D2L3,98,0.0002161013118231674
L8S1D1,98,0.0002161013118231674
D7L3,98,0.0002161013118231674
L5D2L3,97,0.00021389619639640038
L2D3L3,97,0.00021389619639640038
L3D1L1D1L1D1,97,0.00021389619639640038
L2D9,96,0.00021169108096963336
L8D1S1,96,0.00021169108096963336
L1D1L1D1L3D1,94,0.00020728085011609932
L4D2L1,94,0.00020728085011609932
L8S1D2,94,0.00020728085011609932
L4D1L2S1L2,94,0.00020728085011609932
L3D2L1,93,0.0002050757346893323
L7D2S1,92,0.00020287061926256529
D1L4D1L2,91,0.0002006655038357983
D2L2D2,91,0.0002006655038357983
L5S1D4,91,0.0002006655038357983
L5D2S1,90,0.00019846038840903128
D6L5,90,0.00019846038840903128
L1D1L3D1L1D1,89,0.00019625527298226426
L2D3L2,88,0.00019405015755549724
L2D1L7,88,0.00019405015755549724
L1D1L2D1L3,87,0.00019184504212873022
L5D2L2,85,0.00018743481127519621
D8L4,85,0.00018743481127519621
L1D1L8,84,0.0001852296958484292
L6D2L4,84,0.0001852296958484292
L2D1L1D1L1D1L1,84,0.0001852296958484292
D2L8D2,81,0.00017861434956812814
L4D3L1,81,0.00017861434956812814
D1L1D1L1D1L3,80,0.00017640923414136112
L6D1L5,80,0.00017640923414136112
D9L1,79,0.0001742041187145941
L5D2L5,79,0.0001742041187145941
L4D4L4,79,0.0001742041187145941
D2L7D2,79,0.0001742041187145941
L4D2L6,78,0.00017199900328782711
L3D1L2D1L1,77,0.0001697938878610601
D1L1D1L3D1L1,77,0.0001697938878610601
L4D3L4D1,77,0.0001697938878610601
L1D1L4D2,76,0.00016758877243429308
D2L3D4,76,0.00016758877243429308
L4S1D3,76,0.00016758877243429308
L1D1L1D1L1D1L1D1L1D1,76,0.00016758877243429308
L5S1,75,0.00016538365700752606
L3D2L5,75,0.00016538365700752606
D1L2D1L4,75,0.00016538365700752606
L5S1D3,75,0.00016538365700752606
D1L3D1L1D1L1,74,0.00016317854158075904
L6S1D4,74,0.00016317854158075904
L1D7L1,74,0.00016317854158075904
D8L3,74,0.00016317854158075904
L1D2L1D2L1D2,73,0.00016097342615399202
L3D1L6,73,0.00016097342615399202
L4D1L6,73,0.00016097342615399202
L1D1L1D1L1D1L1D1L1D1L1D1,73,0.00016097342615399202
L3D2L3D2,72,0.000158768310727225
L3D4S1,72,0.000158768310727225
L6S1D3,72,0.000158768310727225
L2D1L3D2,71,0.00015656319530045801
L4D1L4D1,70,0.000154358079873691
L1D2L4,69,0.00015215296444692398
L9S1D2,69,0.00015215296444692398
L3D9,69,0.00015215296444692398
L1D1L2D1L2,68,0.00014994784902015696
L3D3L1,68,0.00014994784902015696
L5D2L4,68,0.00014994784902015696
L2D2L1D1L2,68,0.00014994784902015696
L4D1L1D2,67,0.00014774273359338994
L11D3,67,0.00014774273359338994
D10L2,67,0.00014774273359338994
L7D2L1,67,0.00014774273359338994
D1L9D1,66,0.00014553761816662292
L7D6,66,0.00014553761816662292
L1D2L6,66,0.00014553761816662292
L13D2,64,0.00014112738731308891
L2D3,64,0.00014112738731308891
D1L6D2,64,0.00014112738731308891
L5D1L6,64,0.00014112738731308891
L1D1L3D1,64,0.00014112738731308891
D3L3D3,64,0.00014112738731308891
L4D4S1,64,0.00014112738731308891
L4D3L4D3,62,0.00013671715645955488
L8D2S1,62,0.00013671715645955488
L2,62,0.00013671715645955488
L2D3L1,61,0.00013451204103278786
L2D1L1D1L1,61,0.00013451204103278786
L4D1L1D1,61,0.00013451204103278786
L3D4L2,61,0.00013451204103278786
L11D4,60,0.00013230692560602084
L3D1L1D1,60,0.00013230692560602084
L4D1L3D1,59,0.00013010181017925382
L3D3L3D3,59,0.00013010181017925382
L20,59,0.00013010181017925382
L13D1,58,0.0001278966947524868
D1L3D4,58,0.0001278966947524868
D1L10D1,57,0.00012569157932571982
L5D3S1,57,0.00012569157932571982
L4D1L7,57,0.00012569157932571982
L2D2L5,56,0.0001234864638989528
L7D2L3,55,0.00012128134847218578
L3D2L2D1,54,0.00011907623304541876
L8D1L3,54,0.00011907623304541876
D5S1L1,54,0.00011907623304541876
D7L5,54,0.00011907623304541876
L6D2L2,53,0.00011687111761865174
L1D3L4,53,0.00011687111761865174
L8S1D3,53,0.00011687111761865174
L8D1L2,52,0.00011466600219188474
L3S1L3,52,0.00011466600219188474
