0,863
1,558
2,1351
3,1335
4,7448
5,33928
6,84292
7,18949
8,2337592
9,1550529
10,929825
11,627645
12,368482
13,167243
14,154430
15,74850
16,49075
17,6987
18,5876
19,2281
20,5014
21,4
22,13
23,6
24,11
25,3
26,12
27,1
28,5
29,5
30,5
31,1
32,2
36,2
38,2
39,1
40,6
