0,10655
1,116
2,69
3,302
4,2748
5,5324
6,79628
7,65611
8,119134
9,65963
10,54758
11,21219
12,21729
13,2657
14,1492
15,836
16,569
17,262
18,125
19,88
20,177
21,10
22,7
23,2
24,2
27,1
28,4
29,2
30,1
